Week,Student,Fn,X1,X2,X3,X4,X5,X6,X7,X8,Y
01,434,4,0.421053,0.421053,0.315789,0.421053,,,,,-0.09983279368984865
01,434,5,0.263158,0.842105,0.894737,0.894737,,,,,1231.0876270989172
01,434,6,0.105263,0.0,0.0,0.99,0.0,,,,-1.6147778088456612
01,434,7,0.0,0.210526,0.526316,0.052632,0.368421,0.789474,,,1.58936786710541
01,434,8,0.2,0.2,0.2,0.0,0.99,0.4,0.2,0.2,9.89625
01,453,1,0.6,0.69,,,,,,,-0.0004160385033583013
01,453,2,0.79798,0.969697,,,,,,,0.03423862801512281
01,453,3,0.9981,0.001449,0.998173,,,,,,-0.4929315659657781
01,453,4,0.425358,0.392912,0.36824,0.418466,,,,,0.5895325334513726
01,453,5,0.223328,0.835221,0.899041,0.888129,,,,,1185.0925489298543
01,453,6,0.013971,0.054792,0.292459,0.97581,0.008969,,,,-1.3845716034562754
01,453,7,0.086339,0.408658,0.265295,0.14147,0.335118,0.683255,,,1.83422268712184
01,453,8,0.058288,0.165985,0.132597,0.021272,0.856846,0.527851,0.193914,0.709151,9.9760166817449
01,464,1,0.65,0.65,,,,,,,0.19574056182365185
01,464,2,0.787878,0.959595,,,,,,,0.03279024366549916
01,464,3,0.40404,0.262626,0.0,,,,,,-0.1359490480494924
01,464,4,0.259511,0.301324,0.374931,0.469123,,,,,-3.013473939917421
01,464,5,0.002282,0.103012,0.012698,0.015942,,,,,162.86337570907403
01,464,6,0.41094,0.738891,0.060417,0.33709,0.151347,,,,-1.4185392111119557
01,464,7,0.018803,0.922688,0.971516,0.39696,0.118397,0.892661,,,0.10873923359011678
01,464,8,0.061,0.081943,0.021147,0.062924,0.70612,0.751982,0.214847,0.969102,9.8672309371656
01,484,1,0.045,0.69,,,,,,,5.162073644429125e-150
01,484,2,0.784126,0.961904,,,,,,,0.17455319502545574
01,484,3,0.466666,0.111111,0.533333,,,,,,-0.06478802458051675
01,484,4,0.4375,0.4375,0.375,0.4375,,,,,0.1607825586343954
01,484,5,0.25,0.875,0.875,0.875,,,,,1182.0686328125
01,484,6,0.111111,0.222222,0.222222,0.0,0.0,,,,-1.8111850354036307
01,484,7,0.0,0.4,0.4,0.2,0.4,0.8,,,1.6104180268984265
01,484,8,0.0,0.333333,0.0,0.333333,0.666666,0.333333,0.333333,0.333333,9.7827446488881
02,428,1,0.62854,0.62854,,,,,,,1.9999999996761817
02,428,2,0.422222,0.833333,,,,,,,-0.08835512784050878
02,428,3,0.160101,0.414444,0.998264,,,,,,-0.4339289351153154
02,428,4,0.950969,0.899787,0.809056,0.524586,,,,,-30.823563133024
02,428,5,0.322581,0.822222,0.980808,0.935484,,,,,2001.663313715489
02,428,6,0.119434,0.869588,0.027117,0.234275,0.763646,,,,-2.7208712555266086
02,428,7,0.112022,0.388225,0.302031,0.134397,0.328362,0.649092,,,1.9846470828443112
02,428,8,0.555556,0.799999,0.799999,0.822222,0.555556,0.899999,0.399999,0.199999,7.0779854498689
02,431,1,0.5,0.5,,,,,,,2.6752879910742468e-09
02,431,2,0.5,0.5,,,,,,,0.9198716932332094
02,431,3,0.5,0.5,0.5,,,,,,-0.012582627645966486
02,431,4,0.5,0.5,0.5,0.5,,,,,-3.985750969810286
02,431,5,0.5,0.5,0.5,0.5,,,,,32.0025
02,431,6,0.5,0.5,0.5,0.5,0.5,,,,-0.9466788931724048
02,431,7,0.5,0.5,0.5,0.5,0.5,0.5,,,0.5053149917022333
02,431,8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,8.798300000000001
02,434,1,0.625,0.625,,,,,,,1.8831283150729892
02,434,2,0.929293,0.141414,,,,,,,-0.03249548155786654
02,434,3,0.0,0.9,0.454545,,,,,,-0.03574414246471089
02,434,4,0.0,0.473684,0.736842,0.999,,,,,-27.551636666625203
02,434,5,0.0,0.473684,0.736842,0.9999,,,,,536.1973260446218
02,434,6,0.421053,0.315789,0.999,0.99999,0.210526,,,,-0.7527207751677166
02,434,7,0.071429,0.357143,0.357143,0.071429,0.357143,0.642857,,,1.6991857067700142
02,434,8,0.2,0.2,0.2,0.0,0.99,0.4,0.2,0.2,9.89625
02,453,1,0.628078,0.627277,,,,,,,1.9913393993033373
02,453,2,0.710761,0.93018,,,,,,,0.533347299081558
02,453,3,0.994061,0.998215,0.005415,,,,,,-0.13371774946269804
02,453,4,0.007258,0.996498,0.997746,0.100835,,,,,-37.84611286326963
02,453,5,0.29372,0.8323,0.967791,0.928197,,,,,1881.1376121928886
02,453,6,0.951237,0.015974,0.987161,0.973952,0.011381,,,,-1.5411044743322015
02,453,7,0.133635,0.396522,0.413819,0.024747,0.290913,0.688565,,,1.5015008344971383
02,453,8,0.010764,0.181241,0.014502,0.056129,0.894455,0.469738,0.014718,0.186517,9.8431344235406
02,464,1,0.628535,0.628545,,,,,,,1.9999997596761954
02,464,2,0.868686,0.777777,,,,,,,0.3467558869665315
02,464,3,0.090593,0.154418,0.754988,,,,,,-0.12470522274970808
02,464,4,0.36072,0.317768,0.368493,0.367156,,,,,-0.19756965905543167
02,464,5,0.292948,0.320623,0.0,0.785236,,,,,3.6828198768915836
02,464,6,0.848435,0.954611,0.208151,0.075158,0.858138,,,,-2.868281069856783
02,464,7,0.003691,0.909525,0.996434,0.118844,0.2342,0.960037,,,0.11119129235630124
02,464,8,0.224559,0.278259,0.0,0.183663,0.658139,0.468604,0.121383,0.46794,9.8755333121735
02,479,1,0.628,0.628,,,,,,,1.997204427025593
02,479,2,0.25,0.8,,,,,,,0.025549497973891448
02,479,3,0.15,0.15,0.15,,,,,,-0.12215826356318858
02,479,4,0.15,0.15,0.15,0.15,,,,,-11.71925968917903
02,479,5,0.325,0.325,0.325,0.325,,,,,128.53517459359998
02,479,6,0.3,0.3,0.3,0.3,0.3,,,,-1.2641094120292824
02,479,7,0.1,0.1,0.1,0.1,0.1,0.1,,,0.0698735633134345
02,479,8,0.26,0.3,0.8,0.95,0.05,0.2,0.36,0.15,7.4969
02,484,1,0.55,0.217619,,,,,,,-5.4402083940482293e-42
02,484,2,0.8,0.622063,,,,,,,0.06164111310213315
02,484,3,0.155555,0.8,0.0,,,,,,-0.129336489254978
02,484,4,0.999999,0.75,0.4375,0.0,,,,,-27.32432156242579
02,484,5,0.999999,0.999999,0.999999,0.999999,,,,,8662.405001248297
02,484,6,0.444444,0.222222,0.666666,0.888888,0.222222,,,,-0.43502570044121947
02,484,7,0.0,0.8,0.6,0.0,0.4,0.2,,,0.0926552163570807
02,484,8,0.333333,0.333333,0.333333,0.333333,0.666666,0.333333,0.333333,0.333333,9.6205231444431
03,428,1,0.62854,0.62854,,,,,,,1.9999999996761817
03,428,2,0.605111,0.36757,,,,,,,0.1881958154590352
03,428,3,0.37408,0.281378,0.808822,,,,,,-0.08394702979621933
03,428,4,0.908192,0.676537,0.48325,0.965994,,,,,-28.772827552427106
03,428,5,0.687627,0.964368,0.901467,0.570893,,,,,1359.9864680706933
03,428,6,0.6427,0.814501,0.351736,0.038464,0.398945,,,,-2.036055010913884
03,428,7,0.07871,0.280135,0.572289,0.304421,0.196381,0.626643,,,2.3359968073842663
03,428,8,0.292149,0.015773,0.19333,0.341251,0.612134,0.271442,0.548235,0.995537,9.5314658657391
03,453,1,0.312449,0.360058,,,,,,,3.5398351730265947e-12
03,453,2,0.887427,0.387866,,,,,,,0.4625510068205374
03,453,3,0.53895,0.906929,0.663278,,,,,,-0.1340661763781078
03,453,4,0.117356,0.489231,0.805511,0.467611,,,,,-14.127737167641197
03,453,5,0.744219,0.668769,0.787038,0.825263,,,,,571.3636355835937
03,453,6,0.766757,0.646935,0.826651,0.540174,0.193392,,,,-1.1435049885429407
03,453,7,0.218086,0.292891,0.086933,0.49137,0.611696,0.391725,,,0.2038682091069179
03,453,8,0.103715,0.160824,0.099487,0.176972,0.945159,0.512769,0.285657,0.759764,9.9684093084139
03,464,1,0.628539,0.628539,,,,,,,1.9999999936024586
03,464,2,0.428459,0.445764,,,,,,,0.13225883337541056
03,464,3,0.530233,0.531118,0.479103,,,,,,-0.000793024173160025
03,464,4,0.578404,0.438635,0.274975,0.333669,,,,,-3.9627290658570717
03,464,5,0.999881,0.99972,0.999867,0.999505,,,,,8642.606232824013
03,464,6,0.463683,0.339537,0.490587,0.749776,0.161738,,,,-0.3278461607869485
03,464,7,0.052657,0.291169,0.359163,0.018632,0.339298,0.705774,,,1.458044808195725
03,464,8,0.172492,0.235023,0.00269,0.209053,0.653395,0.438981,0.051331,0.357144,9.8655774660649
03,479,1,0.6291,0.6282,,,,,,,1.9979404652242627
03,479,2,0.65,0.5,,,,,,,0.3795903106195675
03,479,3,0.38,0.58,0.6,,,,,,-0.05251691996395737
03,479,4,0.5,0.7,0.7,0.7,,,,,-14.585751907534753
03,479,5,0.95,0.95,0.5,0.7,,,,,1508.1923806783993
03,479,6,0.2,0.55,0.9,0.2,0.4,,,,-1.4648083807191121
03,479,7,0.45,0.725,0.6,0.55,0.7,0.85,,,0.055755335870256516
03,479,8,0.5,0.4,0.125,0.85,0.475,0.9,0.375,0.85,8.8471125
03,484,1,0.489125,0.505089,,,,,,,8.076483967992899e-09
03,484,2,0.62619,0.5,,,,,,,0.0846279088919967
03,484,3,0.866666,0.999999,0.422222,,,,,,-0.05721683841267856
03,484,4,0.375,0.375,0.375,0.4375,,,,,0.25639408288485344
03,484,5,0.75,0.75,0.75,0.75,,,,,466.6025
03,484,6,0.444444,0.333333,0.666666,0.777777,0.111111,,,,-0.1428578631472845
03,484,7,0.166666,0.333333,0.333333,0.166666,0.333333,0.666666,,,2.4489323590375283
03,484,8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,7.154300000000001
